node,hopcount,latency,power,deploymentPenalty,cost
135,5,538,540.0,40,1
136,6,760,553.5,1,1
137,5,443,573.5,40,1
138,6,482,663.5,1,1
139,5,620,653.0,40,1
140,3,366,590.5,1,1
141,5,608,768.0,40,1
142,5,423,770.5,1,1
143,6,621,657.5,40,1
144,4,488,574.0,1,1
145,5,415,586.0,40,1
146,6,822,531.5,1,1
147,5,574,691.0,40,1
148,6,692,740.5,1,1
149,5,607,624.0,40,1
150,5,474,540.5,1,1
151,6,639,645.5,40,1
152,5,630,766.0,1,1
153,5,459,7500.0,40,1
154,5,537,613.0,1,1
155,6,750,620.0,40,1
156,6,596,690.0,1,1
157,5,417,771.0,40,1
158,5,514,716.0,1,1
159,5,647,704.0,40,1
160,5,449,673.0,1,1
161,5,528,630.0,40,1
162,5,630,749.5,1,1
163,5,511,679.5,40,1
164,5,641,558.0,1,1
165,6,638,726.0,40,1
166,5,491,838.5,1,1
167,5,490,604.5,40,1
168,3,342,668.0,1,1
169,6,925,801.5,40,1
170,5,461,684.0,1,1
171,5,671,768.0,40,1
172,5,869,594.0,1,1
173,5,422,545.0,40,1
174,3,288,581.5,1,1
175,5,449,717.0,40,1
176,4,347,623.5,1,1
177,5,475,722.5,40,1
178,5,791,818.0,1,1
179,5,669,739.0,40,1
180,5,648,574.0,1,1
181,5,623,771.5,40,1
182,5,458,809.0,1,1
183,5,763,802.0,40,1
184,5,668,622.0,1,1
185,5,551,596.0,40,1
186,5,556,738.0,1,1
187,4,391,606.0,40,1
188,4,331,807.0,1,1
189,4,449,551.5,40,1
190,4,418,561.0,1,1
191,5,544,663.0,40,1
192,5,516,664.5,1,1
193,6,759,586.5,40,1
194,5,498,810.5,1,1
195,6,605,618.0,40,1
196,6,743,666.0,1,1
197,6,646,595.5,40,1
198,7,953,748.5,1,1
199,7,886,734.0,40,1
