node,hopcount,latency,power,deploymentPenalty,cost
157,5,493,771.0,1,1
158,5,487,716.0,40,1
159,5,595,704.0,1,1
160,5,391,673.0,40,1
161,5,470,630.0,1,1
162,5,572,749.5,40,1
163,5,459,679.5,1,1
164,3,441,558.0,40,1
165,5,545,726.0,1,1
166,5,439,838.5,40,1
167,5,463,604.5,1,1
168,5,556,668.0,40,1
169,4,554,801.5,1,1
170,5,409,684.0,40,1
171,5,495,768.0,1,1
172,5,817,594.0,40,1
173,5,364,545.0,1,1
174,5,502,581.5,40,1
175,3,234,717.0,1,1
176,5,441,623.5,40,1
177,5,448,722.5,1,1
178,5,739,818.0,40,1
179,5,611,739.0,1,1
180,5,590,574.0,40,1
181,4,612,771.5,1,1
182,4,447,809.0,40,1
183,5,711,802.0,1,1
184,4,248,622.0,40,1
185,3,336,596.0,1,1
186,5,504,738.0,40,1
187,2,156,606.0,1,1
188,4,352,807.0,40,1
189,3,228,551.5,1,1
190,4,439,561.0,40,1
191,1,0,663.0,1,1
192,5,898,664.5,40,1
193,6,732,586.5,1,1
194,5,519,810.5,40,1
195,4,390,618.0,1,1
196,4,528,666.0,40,1
197,6,588,595.5,1,1
198,5,738,748.5,40,1
199,7,828,734.0,1,1
