,CodeRoute,Latitude,Longitude,Altitude,Date,Speed,TimeDifference,Distance,FileName
15553,623874,38.991691,1.575732,0.0,2009-11-19 16:49:34,7.098989662742864,92,653.1070489723435,
15554,623874,38.993362,1.576778,0.0,2009-11-19 16:50:12,5.433969033363593,38,206.49082326781652,
15555,623874,38.99935,1.578448,0.0,2009-11-19 16:52:11,5.721311211006869,119,680.8360341098174,
15556,623874,39.000474,1.576752,0.0,2009-11-19 16:52:49,5.065371612983379,38,192.4841212933684,
15557,623874,39.001797,1.575742,0.0,2009-11-19 16:53:29,4.2734210326013615,40,170.93684130405447,
15558,623874,39.004557,1.579898,0.0,2009-11-19 16:54:38,6.8415971317403,69,472.07020209008067,
15559,623874,39.008108,1.577882,0.0,2009-11-19 16:55:44,6.534519941800242,66,431.278316158816,
15560,623874,39.013082,1.577044,0.0,2009-11-19 16:57:22,5.688025679097833,98,557.4265165515876,
15561,623874,39.015009,1.569151,0.0,2009-11-19 16:59:39,5.213989074352367,137,714.3165031862742,
15562,623874,39.012002,1.56535,0.0,2009-11-19 17:01:01,5.711610220521095,82,468.3520380827298,
15563,623874,39.015799,1.561584,0.0,2009-11-19 17:02:30,5.985068546613259,89,532.67110064858,
15564,623874,39.019568,1.559879,0.0,2009-11-19 17:03:40,6.341792945989958,70,443.92550621929706,
15565,623874,39.022849,1.55723,0.0,2009-11-19 17:04:51,6.061552921192422,71,430.3702574046619,
15566,623874,39.025752,1.557058,0.0,2009-11-19 17:05:54,5.125760187472552,63,322.92289181077075,
15567,623874,39.030657,1.559759,0.0,2009-11-19 17:07:25,6.514457513087274,91,592.8156336909419,
15568,623874,39.03458,1.565438,0.0,2009-11-19 17:09:12,6.130617048905633,107,655.9760242329028,
15569,623874,39.037775,1.565811,0.0,2009-11-19 17:10:15,5.658493120035562,63,356.4850665622404,
15570,623874,39.039537,1.566133,0.0,2009-11-19 17:10:56,4.823316355135042,41,197.75597056053672,
15571,623874,39.044597,1.568071,0.0,2009-11-19 17:11:50,10.863255034827366,54,586.6157718806778,
15572,623874,39.046293,1.569043,0.0,2009-11-19 17:12:25,5.893852737303079,35,206.28484580560777,
15573,623874,39.047823,1.56806,0.0,2009-11-19 17:13:02,5.135200687530388,37,190.00242543862436,
15574,623874,39.048512,1.561265,0.0,2009-11-19 17:14:58,5.097987938947662,116,591.3666009179287,
15575,623874,39.047817,1.557881,0.0,2009-11-19 17:15:58,5.034528047411771,60,302.0716828447063,
15576,623874,39.041885,1.551028,0.0,2009-11-19 17:17:38,8.856130386118052,100,885.6130386118052,
15577,623874,39.03578,1.53932,0.0,2009-11-19 17:20:08,8.114242400621283,150,1217.1363600931925,
15578,623874,39.031376,1.523972,0.0,2009-11-19 17:23:09,7.802798213411242,181,1412.3064766274347,
15579,623874,39.034671,1.514126,0.0,2009-11-19 17:25:14,7.4029267203337445,125,925.3658400417181,
15580,623874,39.036954,1.507894,0.0,2009-11-19 17:26:44,6.607937230636259,90,594.7143507572633,
15581,623874,39.033944,1.494976,0.0,2009-11-19 17:29:02,8.435525602452952,138,1164.1025331385074,
15582,623874,39.033591,1.490629,0.0,2009-11-19 17:30:08,5.71603049147132,66,377.2580124371071,
15583,623874,39.043227,1.491885,0.0,2009-11-19 17:32:50,6.643365000794368,162,1076.2251301286876,
15584,623874,39.052567,1.490652,0.0,2009-11-19 17:35:24,6.774677694774801,154,1043.3003649953193,
15585,623874,39.056425,1.489083,0.0,2009-11-19 17:36:39,5.994273657048046,75,449.57052427860344,
15586,623874,39.057111,1.48539,0.0,2009-11-19 17:37:35,5.850849459167092,56,327.64756971335714,
15587,623874,39.056857,1.48203,0.0,2009-11-19 17:38:42,4.347686536187191,67,291.2949979245418,
15588,623874,39.058024,1.473486,0.0,2009-11-19 17:41:01,5.385196316408908,139,748.5422879808382,
15589,623874,39.061269,1.471585,0.0,2009-11-19 17:41:54,7.474273485183867,53,396.1364947147449,
15590,623874,39.058965,1.464947,0.0,2009-11-19 17:43:26,6.819264950736619,92,627.372375467769,
15591,623874,39.056466,1.456267,0.0,2009-11-19 17:45:40,5.96116587873889,134,798.7962277510112,
15592,623874,39.056181,1.452092,0.0,2009-11-19 17:46:50,5.1663011964959225,70,361.64108375471454,
15593,623874,39.056157,1.449102,0.0,2009-11-19 17:47:23,7.818622332782332,33,258.01453698181695,
15594,623874,39.053706,1.442807,0.0,2009-11-19 17:48:12,12.401123883603427,49,607.6550702965679,
15595,623874,39.053914,1.437709,0.0,2009-11-19 17:48:56,10.011734879115737,44,440.5163346810925,
15596,623874,39.054022,1.437211,0.0,2009-11-19 17:49:25,1.5385157163098175,29,44.61695577298471,
15597,623874,39.050773,1.436155,0.0,2009-11-19 17:50:45,4.6543993380815945,80,372.3519470465275,
15598,623874,39.032365,1.431252,0.0,2009-11-19 17:55:45,6.962731096433798,300,2088.8193289301394,
15599,623874,39.004557,1.429094,0.0,2009-11-19 18:00:54,10.018248136139878,309,3095.6386740672224,
15600,623874,38.997323,1.430492,0.0,2009-11-19 18:02:32,8.29446882940428,98,812.8579452816195,
15601,623874,38.988131,1.435757,0.0,2009-11-19 18:04:19,10.449249710091472,107,1118.0697189797875,
15602,623874,38.979119,1.441189,0.0,2009-11-19 18:06:02,10.736839461894732,103,1105.8944645751574,
15603,623874,38.976237,1.443559,0.0,2009-11-19 18:06:39,10.272919162448249,37,380.0980090105852,
15604,623874,38.977032,1.449455,0.0,2009-11-19 18:07:43,8.076989562807295,64,516.9273320196669,
15605,623874,38.976413,1.458037,0.0,2009-11-19 18:08:52,10.790465981905962,69,744.5421527515114,
15606,623874,38.976427,1.462349,0.0,2009-11-19 18:09:26,10.95577441741135,34,372.4963301919859,
15607,623874,38.974747,1.464483,0.0,2009-11-19 18:10:01,7.496127122112044,35,262.36444927392154,
15608,623874,38.978454,1.47563,0.0,2009-11-19 18:12:04,8.514770478380866,123,1047.3167688408464,
15609,623874,38.984787,1.500406,0.0,2009-11-19 18:16:17,8.904204174508425,253,2252.7636561506315,
15610,623874,38.983846,1.505789,0.0,2009-11-19 18:17:12,8.66500786384631,55,476.575432511547,
15611,623874,38.983886,1.505736,0.0,2009-11-19 18:17:41,0.22002521625638352,29,6.380731271435122,
15612,623874,38.984242,1.503646,0.0,2009-11-19 18:18:21,4.620216200485523,40,184.80864801942093,
15613,623874,38.984247,1.503599,0.0,2009-11-19 18:18:54,0.12416666948408704,33,4.097500092974872,
15614,623874,38.984222,1.50357,0.0,2009-11-19 18:19:19,0.1496223853737959,25,3.7405596343448977,
15615,623874,38.984203,1.503553,0.0,2009-11-19 18:19:42,0.11181324848823046,23,2.5717047152293007,
15616,623874,38.984228,1.503583,0.0,2009-11-19 18:20:04,0.17267924156174475,22,3.7989433143583846,
15617,623874,38.984226,1.503549,0.0,2009-11-19 18:20:25,0.14024624138239142,21,2.9451710690302195,
15618,623874,38.984213,1.503583,0.0,2009-11-19 18:20:48,0.142296840688012,23,3.272827335824276,
15619,623874,38.984204,1.50357,0.0,2009-11-19 18:21:12,0.06265300346694125,24,1.50367208320659,
15620,623874,38.984212,1.503584,0.0,2009-11-19 18:21:35,0.06525448227613405,23,1.500853092351083,
15621,623874,38.98419,1.503615,0.0,2009-11-19 18:21:58,0.15764131745586968,23,3.6257503014850028,
15622,623874,38.984216,1.50369,0.0,2009-11-19 18:22:18,0.3546611693315932,20,7.093223386631864,
15623,623874,38.984038,1.504593,0.0,2009-11-19 18:22:42,3.352763338939979,24,80.4663201345595,
15624,623874,38.984022,1.504778,0.0,2009-11-19 18:23:04,0.730825249897356,22,16.078155497741832,
15625,623874,38.984007,1.504795,0.0,2009-11-19 18:23:30,0.08543654072447009,26,2.2213500588362223,
15626,623874,38.984031,1.504917,0.0,2009-11-19 18:23:53,0.47261260931342625,23,10.870090014208804,
15627,623874,38.984691,1.521682,0.0,2009-11-19 18:26:42,8.579498293000036,169,1449.935211517006,
15628,623874,38.983704,1.525213,0.0,2009-11-19 18:27:17,9.260430448283774,35,324.11506568993207,
15629,623874,38.983132,1.526551,0.0,2009-11-19 18:27:45,4.710625462998351,28,131.89751296395383,
15630,623874,38.98402,1.532338,0.0,2009-11-19 18:29:07,6.213463910258245,82,509.50404064117606,
15631,623874,38.984349,1.533811,0.0,2009-11-19 18:29:34,4.902939967316704,27,132.379379117551,
15632,623874,38.983585,1.534418,0.0,2009-11-19 18:29:56,4.535497485725117,22,99.78094468595259,
15633,623874,38.983785,1.534615,0.0,2009-11-19 18:30:20,1.1662607433178034,24,27.99025783962728,
15634,623874,38.983734,1.534519,0.0,2009-11-19 18:30:43,0.43668193069035727,23,10.043684405878217,
15635,623874,38.983761,1.534589,0.0,2009-11-19 18:31:07,0.28124123110258825,24,6.749789546462118,
15636,623874,38.983754,1.534561,0.0,2009-11-19 18:31:28,0.12097816786260909,21,2.540541525114791,
15637,623874,38.984277,1.534273,0.0,2009-11-19 18:31:51,2.7485229556784305,23,63.216027980603904,
15638,623874,38.98427,1.535293,0.0,2009-11-19 18:32:30,2.259143623241806,39,88.10660130643043,
18392,607351,38.913651,1.430165,0.0,2015-07-08 11:58:49,0.0,0,0.0,
18393,607351,38.912057,1.434048,0.0,2015-07-08 12:00:09,4.744959793770973,80,379.59678350167786,
18394,607351,38.916506,1.437106,0.0,2015-07-08 12:01:29,7.007878360606019,80,560.6302688484815,
18395,607351,38.916757,1.439853,0.0,2015-07-08 12:02:49,2.9891517753451797,80,239.13214202761438,
18396,607351,38.918055,1.441467,0.0,2015-07-08 12:04:09,2.5085777326709335,80,200.6862186136747,
18397,607351,38.922182,1.444563,0.0,2015-07-08 12:05:29,6.6373138646762,80,530.985109174096,
18398,607351,38.923948,1.448715,0.0,2015-07-08 12:06:49,5.113480399834226,80,409.0784319867381,
18399,607351,38.924428,1.450624,0.0,2015-07-08 12:08:09,2.1679461027206077,80,173.43568821764862,
18400,607351,38.924461,1.45365,0.0,2015-07-08 12:09:29,3.270238799776261,80,261.6191039821009,
18401,607351,38.928651,1.452523,0.0,2015-07-08 12:10:49,5.945950061909038,80,475.676004952723,
18402,607351,38.931756,1.449594,0.0,2015-07-08 12:12:09,5.34943185692068,80,427.95454855365443,
18403,607351,38.931608,1.449074,0.0,2015-07-08 12:13:29,0.5982855198690049,80,47.86284158952039,
18404,607351,38.935778,1.447567,0.0,2015-07-08 12:14:49,6.016631540751935,80,481.3305232601548,
18405,607351,38.940368,1.448414,0.0,2015-07-08 12:16:09,6.440844603050245,80,515.2675682440196,
18406,607351,38.941678,1.444734,0.0,2015-07-08 12:17:29,4.372282638234596,80,349.7826110587677,
18407,607351,38.939542,1.442642,0.0,2015-07-08 12:18:49,3.7297179834524394,80,298.37743867619514,
18408,607351,38.936304,1.443468,0.0,2015-07-08 12:20:09,4.585267685045148,80,366.8214148036118,
18409,607351,38.93484,1.443745,0.0,2015-07-08 12:21:29,2.0554019418167098,80,164.43215534533678,
18410,607351,38.934353,1.443712,0.0,2015-07-08 12:22:49,0.6773820310805516,80,54.19056248644413,
18411,607351,38.933308,1.443511,0.0,2015-07-08 12:24:09,1.467661995356488,80,117.41295962851903,
18412,607351,38.932148,1.443136,0.0,2015-07-08 12:25:29,1.6614055065443367,80,132.91244052354693,
18413,607351,38.930938,1.442622,0.0,2015-07-08 12:26:49,1.7700755333146279,80,141.60604266517024,
18414,607351,38.929887,1.44232,0.0,2015-07-08 12:28:09,1.4958655098664115,80,119.66924078931292,
18415,607351,38.928971,1.441844,0.0,2015-07-08 12:29:29,1.3723520847867994,80,109.78816678294395,
18416,607351,38.928264,1.441447,0.0,2015-07-08 12:30:49,1.071630238273563,80,85.73041906188504,
18417,607351,38.927358,1.441103,0.0,2015-07-08 12:32:09,1.312184140515836,80,104.9747312412669,
18418,607351,38.926291,1.440857,0.0,2015-07-08 12:33:29,1.505713236967163,80,120.45705895737305,
18419,607351,38.925661,1.440558,0.0,2015-07-08 12:34:49,0.9328121981893067,80,74.62497585514454,
18420,607351,38.924403,1.439724,0.0,2015-07-08 12:36:09,1.9660835180939233,80,157.28668144751387,
18421,607351,38.923505,1.438812,0.0,2015-07-08 12:37:29,1.589677900259399,80,127.17423202075192,
18422,607351,38.922677,1.437238,0.0,2015-07-08 12:38:49,2.0532500204065824,80,164.2600016325266,
18423,607351,38.921663,1.435682,0.0,2015-07-08 12:40:09,2.193429456989233,80,175.47435655913864,
18424,607351,38.923184,1.433061,0.0,2015-07-08 12:41:29,3.5334716019491763,80,282.6777281559341,
18425,607351,38.923476,1.431034,0.0,2015-07-08 12:42:49,2.2276550803264508,80,178.21240642611608,
18426,607351,38.92376,1.429499,0.0,2015-07-08 12:44:09,1.70500967125516,80,136.4007737004128,
18427,607351,38.921728,1.426302,0.0,2015-07-08 12:45:29,4.461176293653435,80,356.8941034922748,
18428,607351,38.920488,1.424296,0.0,2015-07-08 12:46:49,2.7687480056859566,80,221.49984045487653,
18429,607351,38.919666,1.423234,0.0,2015-07-08 12:48:09,1.6188842964462775,80,129.5107437157022,
18430,607351,38.919169,1.421598,0.0,2015-07-08 12:49:29,1.8979996035900446,80,151.83996828720356,
18431,607351,38.917504,1.416448,0.0,2015-07-08 12:50:49,6.027041419482436,80,482.1633135585949,
18432,607351,38.91664,1.415391,0.0,2015-07-08 12:52:09,1.656847352150331,80,132.5477881720265,
18433,607351,38.916281,1.416721,0.0,2015-07-08 12:53:29,1.5214121548648214,80,121.71297238918571,
18434,607351,38.916189,1.416925,0.0,2015-07-08 12:54:49,0.2548266250500412,80,20.3861300040033,
18435,607351,38.914929,1.419709,0.0,2015-07-08 12:56:09,3.4807982178424917,80,278.4638574273993,
18436,607351,38.913125,1.423808,0.0,2015-07-08 12:57:29,5.089670713232166,80,407.17365705857327,
18437,607351,38.912779,1.424119,0.0,2015-07-08 12:58:49,0.5864725582690595,80,46.91780466152476,
18438,607351,38.913514,1.426941,0.0,2015-07-08 13:00:09,3.2162752945675406,80,257.30202356540326,
18439,607351,38.913927,1.428657,0.0,2015-07-08 13:01:29,1.941291752670935,80,155.3033402136748,
18440,607351,38.913651,1.430127,0.0,2015-07-08 13:02:49,1.6343334483996919,80,130.74667587197536,
21594,613049,38.913618,1.430079,0.0,2015-07-08 12:04:30,0.0,0,0.0,
21595,613049,38.912082,1.434048,0.0,2015-07-08 12:05:50,4.790947766888116,80,383.2758213510493,
21596,613049,38.916498,1.437042,0.0,2015-07-08 12:07:10,6.934952002176061,80,554.7961601740849,
21597,613049,38.917099,1.43863,0.0,2015-07-08 12:08:30,1.9084429818514852,80,152.67543854811882,
21598,613049,38.918076,1.441709,0.0,2015-07-08 12:09:50,3.593574394036616,80,287.48595152292927,
21599,613049,38.921552,1.443999,0.0,2015-07-08 12:11:10,5.425427952756136,80,434.0342362204909,
21600,613049,38.923877,1.448323,0.0,2015-07-08 12:12:30,5.67998496346868,80,454.3987970774944,
21601,613049,38.924436,1.450431,0.0,2015-07-08 12:13:50,2.4066158293576874,80,192.52926634861498,
21602,613049,38.924657,1.45416,0.0,2015-07-08 12:15:10,4.041248702203403,80,323.2998961762723,
21603,613049,38.921999,1.455222,0.0,2015-07-08 12:16:30,3.866221906355863,80,309.29775250846905,
21604,613049,38.920843,1.458076,0.0,2015-07-08 12:17:50,3.4771503748793675,80,278.1720299903494,
21605,613049,38.919966,1.460195,0.0,2015-07-08 12:19:10,2.593795706955155,80,207.50365655641238,
21606,613049,38.918042,1.463488,0.0,2015-07-08 12:20:30,4.450471713047912,80,356.0377370438329,
21607,613049,38.918101,1.466117,0.0,2015-07-08 12:21:50,2.8423527849789827,80,227.38822279831862,
21608,613049,38.917625,1.468794,0.0,2015-07-08 12:23:10,2.967652114393187,80,237.41216915145498,
21609,613049,38.916473,1.469861,0.0,2015-07-08 12:24:30,1.9723428418278413,80,157.7874273462273,
21610,613049,38.914352,1.470387,0.0,2015-07-08 12:25:50,3.000415390443587,80,240.03323123548697,
21611,613049,38.913543,1.471739,0.0,2015-07-08 12:27:10,1.8433193891733108,80,147.46555113386486,
45617,6371906,38.880684,1.230134,0.0,2014-03-18 11:00:37,0.0,0,0.0,
45618,6371906,38.880816,1.230908,0.0,2014-03-18 11:03:23,0.4128929029391728,166,68.54022188790269,
45619,6371906,38.88231,1.231379,0.0,2014-03-18 11:04:23,2.8489898717708244,60,170.93939230624946,
45620,6371906,38.884589,1.236376,0.0,2014-03-18 11:06:27,4.03992229214137,124,500.9503642255299,
45621,6371906,38.886234,1.239093,0.0,2014-03-18 11:07:54,3.4221518523333705,87,297.7272111530032,
45622,6371906,38.888772,1.239131,0.0,2014-03-18 11:08:38,6.410038885906115,44,282.04171097986904,
45623,6371906,38.892286,1.238576,0.0,2014-03-18 11:10:50,2.980416310135797,132,393.4149529379252,
45624,6371906,38.894086,1.235324,0.0,2014-03-18 11:11:38,7.190023298390108,48,345.1211183227252,
45625,6371906,38.898369,1.234392,0.0,2014-03-18 11:12:31,9.107615435758785,53,482.70361809521563,
45626,6371906,38.902405,1.237482,0.0,2014-03-18 11:15:11,3.262807226436562,160,522.0491562298499,
45627,6371906,38.904688,1.245449,0.0,2014-03-18 11:20:29,2.308652726573718,318,734.1515670504423,
45628,6371906,38.907577,1.248227,0.0,2014-03-18 11:22:41,3.0374816043097383,132,400.94757176888544,
45629,6371906,38.911715,1.253686,0.0,2014-03-18 11:25:34,3.80898355695247,173,658.9541553527773,
45630,6371906,38.917613,1.254873,0.0,2014-03-18 11:28:15,4.120322256292449,161,663.3718832630843,
45631,6371906,38.916865,1.249357,0.0,2014-03-18 11:29:14,8.204922229424811,59,484.0904115360639,
45632,6371906,38.915736,1.244899,0.0,2014-03-18 11:30:02,8.444546716177145,48,405.338242376503,
45633,6371906,38.912934,1.241986,0.0,2014-03-18 11:30:40,10.538816480431313,38,400.4750262563899,
45634,6371906,38.915099,1.23207,0.0,2014-03-18 11:32:17,9.17990940201631,97,890.4512119955822,
45635,6371906,38.915895,1.229383,0.0,2014-03-18 11:35:00,1.5250564698963212,163,248.58420459310034,
45636,6371906,38.915798,1.229491,0.0,2014-03-18 11:39:31,0.052622773101578216,271,14.260771510527697,
45637,6371906,38.91614,1.2254,0.0,2014-03-18 11:40:23,6.841122101113916,52,355.73834925792363,
45638,6371906,38.917834,1.223056,0.0,2014-03-18 11:40:54,8.92226103251598,31,276.5900920079954,
45639,6371906,38.916257,1.221147,0.0,2014-03-18 11:41:20,9.25869585383358,26,240.72609219967305,
45640,6371906,38.914105,1.225096,0.0,2014-03-18 11:42:19,7.065201238108901,59,416.84687304842515,
45641,6371906,38.912979,1.224589,0.0,2014-03-18 11:43:00,3.233610613076988,41,132.5780351361565,
45642,6371906,38.911721,1.223639,0.0,2014-03-18 11:44:54,1.4222455545912445,114,162.13599322340187,
45643,6371906,38.912491,1.221994,0.0,2014-03-18 11:46:34,1.6598445432376456,100,165.98445432376457,
45644,6371906,38.910629,1.224503,0.0,2014-03-18 11:48:28,2.6297302362294497,114,299.7892469301573,
45645,6371906,38.906266,1.23004,0.0,2014-03-18 11:53:01,2.495915834214855,273,681.3850227406555,
45646,6371906,38.90256,1.233492,0.0,2014-03-18 11:55:18,3.7125801262453018,137,508.62347729560634,
45647,6371906,38.896372,1.235323,0.0,2014-03-18 11:58:05,4.225199113004275,167,705.608251871714,
45648,6371906,38.893181,1.237792,0.0,2014-03-18 12:00:11,3.285054925963884,126,413.91692067144936,
45649,6371906,38.889996,1.238607,0.0,2014-03-18 12:01:34,4.347815307699453,83,360.8686705390546,
45650,6371906,38.887443,1.237195,0.0,2014-03-18 12:02:54,3.8607633756147317,80,308.8610700491785,
45651,6371906,38.885847,1.239107,0.0,2014-03-18 12:04:14,3.0311548622245716,80,242.49238897796573,
45652,6371906,38.883515,1.233216,0.0,2014-03-18 12:05:33,7.236290810027689,79,571.6669739921874,
45653,6371906,38.881512,1.231938,0.0,2014-03-18 12:07:13,2.4851517327823625,100,248.51517327823623,
110804,6711313,39.075911,1.589969,0.0,2014-04-29 13:05:06,0.0,0,0.0,
110805,6711313,39.076489,1.588973,0.0,2014-04-29 13:05:16,10.727092864625966,10,107.27092864625966,
110806,6711313,39.076728,1.588338,0.0,2014-04-29 13:05:20,15.218845586336094,4,60.87538234534438,
110807,6711313,39.077013,1.587624,0.0,2014-04-29 13:05:24,17.314069143474605,4,69.25627657389842,
110808,6711313,39.077922,1.585334,0.0,2014-04-29 13:05:37,17.066528337336955,13,221.8648683853804,
110809,6711313,39.078141,1.584666,0.0,2014-04-29 13:05:41,15.637577709574181,4,62.550310838296724,
110810,6711313,39.078261,1.583842,0.0,2014-04-29 13:05:45,18.07972484145948,4,72.31889936583792,
110811,6711313,39.078278,1.582935,0.0,2014-04-29 13:05:49,19.565345810312053,4,78.26138324124821,
110812,6711313,39.078238,1.582011,0.0,2014-04-29 13:05:53,19.957224551957506,4,79.82889820783002,
110813,6711313,39.078259,1.581364,0.0,2014-04-29 13:05:57,13.964885165357265,4,55.85954066142906,
110814,6711313,39.078638,1.580944,0.0,2014-04-29 13:06:02,11.110709274611501,5,55.55354637305751,
110815,6711313,39.079111,1.580545,0.0,2014-04-29 13:06:06,15.706496041296635,4,62.82598416518654,
110816,6711313,39.07953,1.580011,0.0,2014-04-29 13:06:10,16.37360258253001,4,65.49441033012005,
110817,6711313,39.079728,1.579284,0.0,2014-04-29 13:06:14,16.61449740544437,4,66.45798962177749,
110818,6711313,39.079592,1.578304,0.0,2014-04-29 13:06:18,21.468563589070254,4,85.87425435628101,
110819,6711313,39.079475,1.577341,0.0,2014-04-29 13:06:22,21.01975705571267,4,84.07902822285068,
110820,6711313,39.07954,1.57656,0.0,2014-04-29 13:06:26,16.938648622159302,4,67.75459448863721,
110821,6711313,39.079909,1.57585,0.0,2014-04-29 13:06:30,18.425643814718875,4,73.7025752588755,
110822,6711313,39.080346,1.575093,0.0,2014-04-29 13:06:34,20.343592594326743,4,81.37437037730697,
110823,6711313,39.080796,1.574301,0.0,2014-04-29 13:06:38,21.165266247072378,4,84.66106498828951,
110824,6711313,39.081308,1.573507,0.0,2014-04-29 13:06:42,22.259116523321044,4,89.03646609328418,
110825,6711313,39.08175,1.572724,0.0,2014-04-29 13:06:46,20.87730826656245,4,83.5092330662498,
110826,6711313,39.082055,1.57215,0.0,2014-04-29 13:06:50,14.99997235479387,4,59.99988941917548,
110827,6711313,39.082064,1.571563,0.0,2014-04-29 13:06:54,12.660567856447202,4,50.642271425788806,
110828,6711313,39.081954,1.570829,0.0,2014-04-29 13:06:58,16.12032082041377,4,64.48128328165508,
110829,6711313,39.081805,1.56999,0.0,2014-04-29 13:07:02,18.559760269051335,4,74.23904107620534,
110830,6711313,39.081673,1.569056,0.0,2014-04-29 13:07:06,20.472028045530504,4,81.88811218212201,
110831,6711313,39.081562,1.568065,0.0,2014-04-29 13:07:10,21.5914531267736,4,86.3658125070944,
110832,6711313,39.081434,1.567148,0.0,2014-04-29 13:07:14,20.09157543889424,4,80.36630175557696,
110833,6711313,39.081309,1.566245,0.0,2014-04-29 13:07:18,19.779746727189192,4,79.11898690875677,
110834,6711313,39.081165,1.565399,0.0,2014-04-29 13:07:22,18.676856576925797,4,74.70742630770319,
110835,6711313,39.080848,1.564673,0.0,2014-04-29 13:07:26,17.962555916802067,4,71.85022366720827,
110836,6711313,39.080417,1.563942,0.0,2014-04-29 13:07:30,19.79522614268778,4,79.18090457075112,
110837,6711313,39.080005,1.563238,0.0,2014-04-29 13:07:34,19.01250392788946,4,76.05001571155783,
110838,6711313,39.079519,1.56259,0.0,2014-04-29 13:07:38,19.430700523128984,4,77.72280209251593,
110839,6711313,39.078947,1.56195,0.0,2014-04-29 13:07:42,21.047124342956348,4,84.18849737182539,
110840,6711313,39.078405,1.561314,0.0,2014-04-29 13:07:46,20.36711952235599,4,81.46847808942395,
110841,6711313,39.077899,1.560648,0.0,2014-04-29 13:07:50,20.09656334191088,4,80.38625336764352,
110842,6711313,39.077429,1.559983,0.0,2014-04-29 13:07:54,19.394332929695622,4,77.57733171878249,
110843,6711313,39.077043,1.55922,0.0,2014-04-29 13:07:58,19.64017400848187,4,78.56069603392748,
110844,6711313,39.076374,1.557907,0.0,2014-04-29 13:08:05,19.35435285214105,7,135.48046996498735,
110845,6711313,39.076015,1.557195,0.0,2014-04-29 13:08:09,18.309417098657093,4,73.23766839462837,
110846,6711313,39.075875,1.556526,0.0,2014-04-29 13:08:13,14.942623664691912,4,59.770494658767646,
110847,6711313,39.075985,1.555926,0.0,2014-04-29 13:08:17,13.295479510717927,4,53.18191804287171,
110848,6711313,39.075815,1.555484,0.0,2014-04-29 13:08:21,10.63790107342394,4,42.55160429369576,
110849,6711313,39.075467,1.555113,0.0,2014-04-29 13:08:25,12.54892756082577,4,50.19571024330308,
110850,6711313,39.075256,1.55457,0.0,2014-04-29 13:08:30,10.476391260828104,5,52.381956304140516,
110851,6711313,39.075542,1.554148,0.0,2014-04-29 13:08:34,12.080983299416642,4,48.32393319766657,
110852,6711313,39.076001,1.553896,0.0,2014-04-29 13:08:38,13.860861375250963,4,55.44344550100385,
110853,6711313,39.076422,1.553591,0.0,2014-04-29 13:08:42,13.418130854708632,4,53.67252341883453,
110854,6711313,39.076429,1.553066,0.0,2014-04-29 13:08:46,11.323701720441553,4,45.29480688176621,
110855,6711313,39.076412,1.552421,0.0,2014-04-29 13:08:50,13.917942845244259,4,55.671771380977034,
110856,6711313,39.076252,1.551989,0.0,2014-04-29 13:08:54,10.322415770217612,4,41.28966308087045,
110857,6711313,39.075817,1.551885,0.0,2014-04-29 13:08:58,12.290676454535364,4,49.162705818141454,
110858,6711313,39.075369,1.551707,0.0,2014-04-29 13:09:02,13.024020050093457,4,52.09608020037383,
110859,6711313,39.074929,1.551398,0.0,2014-04-29 13:09:07,11.137398271912158,5,55.68699135956079,
